time,vt,vts,a,ac_x,ac_y,ac_z,ag_x,ag_y,ag_z,ma_x,ma_y,ma_z,tpt,distance,vt_,s_,diff_s
2021/12/16 1:16,30,8.333333333,0,0.030436973,0.532396479,-9.671144479,-0.000275767,0.004703781,-0.001536753,239.1424556,189.0485048,109.9041125,33.04589438,150.2777778,8.018270586,151.3729776,0.992764892
2021/12/16 1:16,30,8.333333333,0,0.024812075,0.522470688,-9.717899513,-0.001164038,0.003795863,-0.001532888,329.2477058,130.7496789,36.53972643,33.0473153,158.6111111,7.993458511,159.3664361,0.995260451
2021/12/16 1:16,30,8.333333333,0,0.031364618,0.510507671,-9.716946132,-0.000758776,0.004078763,-0.001315066,306.6747207,-42.19927347,72.92793128,33.05717471,166.9444444,7.962093893,167.32853,0.997704602
2021/12/16 1:16,30,8.333333333,0,0.068350833,0.530264705,-9.721443705,-0.000967192,0.004031038,-0.001730615,284.1017356,-104.0589887,129.754819,33.05723962,175.2777778,7.89374306,175.2222731,1.000316767
2021/12/16 1:16,30,8.333333333,0,0.039070241,0.541757063,-9.720224392,-0.000555544,0.00377657,-0.00180357,303.6217048,-60.36797571,43.35994724,33.05380757,183.6111111,7.854672819,183.0769459,1.002917709
2021/12/16 1:16,30,8.333333333,0,0.041513277,0.555271492,-9.7296352,-0.0011676,0.003592462,-0.001290185,309.1687721,87.94607826,59.10030912,33.05440415,191.9444444,7.813159542,190.8901055,1.005523277
2021/12/16 1:16,30,8.333333333,0,0.044049934,0.530372132,-9.717252882,-0.000715553,0.003978303,-0.001840671,314.7158394,97.79174543,274.1564178,33.05413717,200.2777778,7.769109608,198.6592151,1.008147433
2021/12/16 1:16,30,8.333333333,0,0.036897493,0.541750733,-9.71488124,-0.001241613,0.00398168,-0.001510893,344.4825521,30.64847423,270.1984161,33.05651216,208.6111111,7.732212115,206.3914272,1.010754729
2021/12/16 1:16,30,8.333333333,0,0.054706153,0.528963694,-9.703390792,0.000433736,0.003660806,-0.002393528,290.734197,-27.43816107,222.2214322,33.05525175,216.9444444,7.677505962,214.0689331,1.013432642
2021/12/16 1:16,30,8.333333333,0,0.002523123,0.461195969,-9.728301554,-0.001461323,0.003544585,0.005904523,314.6220178,-86.86497646,301.5243361,33.06129462,225.2777778,7.674982839,221.743916,1.01593668
2021/12/16 1:16,30,8.333333333,0,0.003519608,0.527997108,-9.722799608,-0.000312311,0.002309311,0.030308338,317.9603886,-124.1102593,245.2663281,33.06496036,233.6111111,7.671463231,229.4153792,1.0182888
2021/12/16 1:16,30,8.333333333,0,0.037219819,0.183068889,-9.715366667,-0.001116014,0.001828569,0.038212139,243.4336363,28.75429482,110.7529618,33.06710674,241.9444444,7.634243412,237.0496226,1.020648933
2021/12/16 1:16,30,8.333333333,0,0.065440447,0.169896553,-9.746150368,-0.001232947,0.002823132,0.024658921,283.0300357,9.877912842,156.0868059,33.0694738,250.2777778,7.568802965,244.6184256,1.023135429
2021/12/16 1:16,30,8.333333333,0,0.394572507,0.30034532,-9.73133868,-0.00149964,0.003360293,0.004691373,244.2889628,-73.70539324,337.7037506,33.06814515,258.6111111,7.174230458,251.7926561,1.027079642
2021/12/16 1:16,29,8.055555556,-0.277777777,0.644739705,0.607352974,-9.698790256,-0.001807051,0.003872821,-0.002378231,205.5478899,-92.25719931,212.9106629,33.06533636,266.6666667,6.529490753,258.3221468,1.032302766
2021/12/16 1:16,26,7.222222222,-0.833333334,0.601243449,0.522408957,-9.721083928,-0.001850609,0.004553362,-0.01005858,247.5221792,110.2477706,308.0321251,33.07154901,273.8888889,5.928247304,264.2503941,1.036474855
2021/12/16 1:17,24,6.666666667,-0.555555555,0.587266167,0.5389257,-9.7184876,0.001494433,0.004836,-0.024154583,250.5522288,71.11452505,350.3673324,33.07718383,280.5555555,5.340981137,269.5913752,1.040669625
2021/12/16 1:17,22,6.111111111,-0.555555556,0.563031742,0.651885226,-9.728203242,-0.002150742,0.005162323,-0.0312185,328.210812,10.17866216,378.1439128,33.07187208,286.6666667,4.777949395,274.3693246,1.044820397
2021/12/16 1:17,20,5.555555556,-0.555555555,0.575010438,0.677194172,-9.700851078,0.00108275,0.005056484,-0.026425391,326.1769499,-58.54666759,264.1995928,33.0796493,292.2222222,4.202938957,278.5722636,1.048999705
2021/12/16 1:17,19,5.277777778,-0.277777778,0.578733917,0.676394683,-9.693040167,-0.00245165,0.004275167,-0.017169667,242.755104,-191.5831895,212.0810702,33.07766618,297.5,3.62420504,282.1964686,1.05423006
2021/12/16 1:17,17,4.722222222,-0.555555556,0.590359361,0.628932639,-9.710024972,-0.002152958,0.004449833,-0.009060097,277.060229,-39.67207403,352.7376506,33.07830733,302.2222222,3.033845679,285.2303143,1.059572588
2021/12/16 1:17,15,4.166666667,-0.555555555,0.600908408,0.598814563,-9.710078577,0.000591887,0.003886127,-0.003393324,233.528284,-54.21203531,348.8131641,33.08340621,306.3888889,2.432937271,287.6632516,1.065095688
2021/12/16 1:17,13,3.611111111,-0.555555556,0.601263522,0.540225159,-9.715307899,-0.001504478,0.003787855,-0.001519681,233.2267467,71.28443152,396.1859131,33.08229807,310,1.831673749,289.4949253,1.070830515
2021/12/16 1:17,11,3.055555556,-0.555555555,0.593526171,0.53200825,-9.711080724,-0.000660618,0.003926921,-0.001350092,377.5431049,142.1639375,297.4347294,33.08851,313.0555555,1.238147578,290.7330729,1.076779991
2021/12/16 1:17,9,2.5,-0.555555556,0.596516,0.524168394,-9.723250239,-0.000952268,0.003834831,-0.001266479,383.0217067,123.2979115,208.7769797,33.08741963,315.5555555,0.641631578,291.3747045,1.082988848
2021/12/16 1:17,7,1.944444444,-0.555555556,0.575256442,0.519203675,-9.711695714,-0.001496688,0.003805545,-0.001522117,388.5003084,149.4556885,197.9665112,33.10186856,317.5,0.066375136,291.4410796,1.089414026
