time,ac_x,ac_y,ac_z,ag_x,ag_y,ag_z,ma_x,ma_y,ma_z,tpt,speed_r,distance_r,ac_r,diff_ac,diff_ax,diff_ay,diff_az,diff_gx,diff_gy,diff_gz
20:52:20,-0.069517235,0.706158456,-9.711280309,0.001017971,0.002843279,-0.000675676,30.95842665,513.0937656,115.7467049,31.43564599,16.66666667,548.6111111,0,0,-0.012785594,0.047645458,0.002581509,0.002222658,7.205E-05,0.00013949
20:52:21,-0.082302829,0.753803914,-9.7086988,0.003240629,0.002915329,-0.000536186,57.88156416,493.3573734,67.7724185,31.44214066,16.66666667,565.2777778,0,0,0.000294716,0.01762934,0.003245617,-0.000792347,-0.000156104,0.000741341
20:52:22,-0.082008113,0.771433254,-9.705453183,0.002448282,0.002759225,0.000205155,36.41552269,546.2185957,114.9272865,31.45295404,16.66666667,581.9444444,0,0,0.00406252,-0.019879995,-0.060565687,-0.001975393,0.002184664,-0.00119247
20:52:23,-0.077945593,0.751553259,-9.76601887,0.000472889,0.004943889,-0.000987315,16.01400715,501.5880619,110.9092083,31.46746867,16.66666667,598.6111111,0,0,0.030229622,-0.042032114,0.000742493,0.001039502,0.001628981,0.000853953
20:52:24,-0.047715971,0.709521145,-9.765276377,0.001512391,0.00657287,-0.000133362,46.53110551,521.2288203,-42.65927038,31.48120835,16.66666667,615.2777778,0,0,0.023600752,0.053712605,0.011374846,0.001097453,-0.000390683,-0.000261935
20:52:25,-0.024115219,0.76323375,-9.753901531,0.002609844,0.006182187,-0.000395297,54.39641572,444.6204524,66.94295578,31.49626397,16.66666667,631.9444444,0,-0.277777778,0.020653264,-0.004982526,-0.029241812,-0.001890411,0.000537992,0.000205267
20:52:26,-0.003461955,0.758251224,-9.783143343,0.000719433,0.006720179,-0.00019003,43.73115901,412.6836825,18.49589728,31.51039833,16.38888889,648.3333333,-0.277777778,0.277777778,0.025445188,-0.019719791,0.043586085,0.002016834,-0.001729446,0.000071047
20:52:27,0.021983233,0.738531433,-9.739557258,0.002736267,0.004990733,-0.000118983,36.94689415,437.8433853,51.06918375,31.51570117,16.38888889,664.7222222,0,0,-0.003444249,0.015788026,0.023965979,0.000691225,-0.001890749,-0.000555591
20:52:28,0.018538984,0.754319459,-9.715591279,0.003427492,0.003099984,-0.000674574,31.1159612,468.8259428,93.7596409,31.53109234,16.38888889,681.1111111,0,0,-0.016355723,0.020609671,0.021498859,-0.003410092,-0.000184825,4.9762E-05
20:52:29,0.002183261,0.77492913,-9.69409242,1.74E-05,0.002915159,-0.000624812,43.41522587,480.8614524,92.84766993,31.53558729,16.38888889,697.5,0,-0.277777778,0.001848616,-0.068138157,-0.022936881,0.001062121,9.225E-06,0.000198908
20:52:30,0.004031877,0.706790973,-9.717029301,0.001079521,0.002924384,-0.000425904,28.58615012,431.8132784,85.55067395,31.54778808,16.11111111,713.6111111,-0.277777778,0.277777778,-0.02096394,0.007991246,-0.016820215,0.003796745,-0.000066993,0.000115279
20:52:31,-0.016932063,0.714782219,-9.733849516,0.004876266,0.002857391,-0.000310625,39.71627761,507.5405001,137.6560215,31.55654253,16.11111111,729.7222222,0,-0.277777778,-0.012596682,0.074091508,0.053034598,-0.001458648,-0.000109827,-0.000347411
20:52:32,-0.029528745,0.788873727,-9.680814918,0.003417618,0.002747564,-0.000658036,46.00773735,446.443492,117.6188859,31.57138704,15.83333333,745.5555556,-0.277777778,0.277777778,0.000472538,-0.058872486,-0.030227616,-0.003743842,0.000226677,0.000371639
20:52:33,-0.029056207,0.730001241,-9.711042534,-0.000326224,0.002974241,-0.000286397,30.40427334,518.5313316,69.18195864,31.56875376,15.83333333,761.3888889,0,-0.277777778,-0.014944336,-0.004671045,-0.001199064,0.002212376,-0.000126524,-0.000440081
20:52:34,-0.044000543,0.725330196,-9.712241598,0.001886152,0.002847717,-0.000726478,39.46888276,458.0579416,139.6869717,31.58159263,15.55555556,776.9444444,-0.277777778,0.277777778,-0.009445713,0.011543009,0.017326906,0.001259181,0.000236129,0.000402145
