
12:58:18,0
12:58:19,0
12:58:20,0
12:58:21,1
12:58:22,3
12:58:23,6
12:58:24,10
12:58:25,14
12:58:26,18
12:58:27,22
12:58:28,26
12:58:29,30
12:58:30,33
12:58:31,36
12:58:32,39
12:58:33,40
12:58:34,40
12:58:35,40
12:58:36,40
12:58:37,40
12:58:38,40
12:58:39,39
12:58:40,39
12:58:41,37
12:58:42,35
12:58:43,33
12:58:44,31
12:58:45,29
12:58:46,27
12:58:47,25
12:58:48,23
12:58:49,21
12:58:50,19
12:58:51,17
12:58:52,15
12:58:53,13
12:58:54,11
12:58:55,9
12:58:56,7
12:58:57,5
12:58:58,3
12:58:59,2
12:59:00,1
12:59:01,1
12:59:02,1
12:59:03,1
12:59:04,0
12:59:05,0
12:59:06,0
12:59:07,0
12:59:08,0
12:59:09,0
12:59:10,0
12:59:11,0
12:59:12,0
12:59:13,0
12:59:14,0
12:59:15,0
12:59:16,0
12:59:17,0
12:59:18,0
12:59:19,0
12:59:20,0
12:59:21,0
12:59:22,0
12:59:23,0
12:59:24,0
12:59:25,0
12:59:26,0
12:59:27,0
12:59:28,0
12:59:29,2
12:59:30,4
12:59:31,7
12:59:32,11
12:59:33,15
12:59:34,18
12:59:35,22
12:59:36,26
12:59:37,30
12:59:38,34
12:59:39,37
12:59:40,39
12:59:41,40
12:59:42,39
12:59:43,39
12:59:44,39
12:59:45,39
12:59:46,39
12:59:47,39
12:59:48,39
12:59:49,39
12:59:50,39
12:59:51,39
12:59:52,39
12:59:53,38
12:59:54,38
12:59:55,38
12:59:56,38
12:59:57,38
12:59:58,38
12:59:59,38
13:00:00,38
13:00:01,38
13:00:02,38
13:00:03,37
13:00:04,37
13:00:05,37
13:00:06,37
13:00:07,37
13:00:08,37
13:00:09,37
13:00:10,37
13:00:11,37
13:00:12,36
13:00:13,36
13:00:14,36
13:00:15,36
13:00:16,36
13:00:17,36
13:00:18,36
13:00:19,36
13:00:20,36
13:00:21,35
13:00:22,35
13:00:23,35
13:00:24,35
13:00:25,35
13:00:26,35
13:00:27,35
13:00:28,35
13:00:29,35
13:00:30,35
13:00:31,35
13:00:32,33
13:00:33,31
13:00:34,29
13:00:35,28
13:00:36,26
13:00:37,24
13:00:38,23
13:00:39,21
13:00:40,19
13:00:41,17
13:00:42,15
13:00:43,13
13:00:44,11
13:00:45,9
13:00:46,8
13:00:47,6
13:00:48,4
13:00:49,3
13:00:50,3
13:00:51,2
13:00:52,1
13:00:53,0
13:00:54,0
13:00:55,0

