x
0
0
0
0
-0.002184041
0.008192461
-0.008007919
0.006249783
-0.024207025
-0.009054147
0.021962347
-0.01976035
-0.024383287
-0.002226046
0.008434144
-0.017230122
-0.01212957
-0.007777768
-4.44E-05
0.008013185
0.013404369
0.015262699
0.012361426
0.018763776
0.026578854
0.032927473
0.037364696
0.042165454
0.046406181
0.047277427
-0.021502506
-0.007361158
-0.002454669
0.031103059
0.048312026
0.043558791
0.039475501
0.000981692
-0.003191858
-0.005093591
-0.003995112
-0.004924133
-0.008810334
-0.018780602
-0.030926587
-0.046692981
-0.014889279
-0.007419087
-0.016192015
-0.027266662
0.007817901
0.041991925
-0.02754013
0.024753249
-0.019009858
-0.042873221
0
0
0
0
0
0
0
0
